gene	Mel202.D28A	Mel202.D28B	Mel202.D28C
ARFGEF1	-0.226398077733991	-0.0762813460341399	-0.0715748537063344
ARFGEF2	-0.160065576771207	-0.119708986698283	-0.0990798391425932
ARFIP1	-0.00525018039770048	-0.00787849675507791	-0.0636198227660877
ARFIP2	-0.103407487061299	-0.149130652339322	-0.186351703826755
ARHGEF3	-0.019405562777628	-0.144119894021253	-0.185519876692112
ARHGEF6	-0.0127142551912305	-0.0719894328123488	-0.00318342639087593
ARHGEF7	-0.0980751391437011	-0.0859994737638104	-0.108233893547202
ARID1A	-0.600973324565434	-0.361038194922861	-0.353542197338447
ARID1B	-0.247781654438107	-0.212799794360029	-0.237675309672529
ARID4A	-0.0647035314121812	-0.0435591302952381	-0.0242814842524585
ARPC5	-0.204858020842179	-0.278681566962961	-0.254097170472401
ARPC5L	-0.149603896809194	-0.0605347857706648	-0.15832868670051
ARSJ	-0.103244125756482	-0.0612146682288799	-0.193132792054267
ASCL1	-0.0842915976651314	-0.104122394574569	-0.175737858962289
ASF1A	-0.187869120574265	-0.128775550077878	-0.121911151682262
ASF1B	-0.258402650261402	-0.180403165802191	-0.248942321634701
ATAD2	-0.227026788177749	-0.189588187073684	-0.215225603956776
ATAD2B	-0.0411277887805002	-0.0266504017347977	-0.0395427412283465
ATM	-0.0360795040981798	-0.0159677879825029	-0.00220454702918138
ATOH1	-0.0990964965918294	-0.0704796533501455	-0.155016627192265
ATP5F1A	-0.924461199333049	-0.645831865271603	-0.488016128696645
ATP5F1B	-1.20944769800514	-1.06733358242357	-1.0859032371848
ATP5F1D	-0.819424107531254	-0.637179107954281	-0.492255108579088
ATP5PB	-0.238407897736504	-0.202465303972669	-0.238477932140852
ATP6V1B1	-0.0420515166523991	-0.0358240046195567	-0.061671846037153
ATP6V1B2	-1.05577611823678	-0.818997024627583	-0.731183373039711
ATP6V1C1	-0.834670216093905	-0.528351631970114	-0.466883158613418
ATP6V1C2	-0.0934298049240437	-0.084408603387892	-0.07472266288067
ATP6V1D	-0.525914558163787	-0.351371802456981	-0.352498647003809
ATP6V1E1	-0.0883425854086282	0	-0.103957707104604
ATP6V1E2	-0.135813851743338	-0.0223036738251047	-0.133351373506364
ATP7A	-0.0850412417176258	-0.0233371736898318	-0.0669941558185836
ATP7B	-0.0636994531584939	-0.078657600614905	-0.0690935734583216
ATP8B3	-0.105892112169995	-0.109514847300418	-0.15526223250472
ATR	-0.338922866973808	-0.350580377829183	-0.268608535561508
AXL	-0.027549300267265	-0.00295901937595717	-0.0432036738269629
BAP1	-0.397665749692126	-0.392089668622712	-0.29490358230232
BARHL1	-0.107006516574859	-0.0497128481211046	-0.161885686825033
BATF3	-0.168337146576352	-0.121475982849738	-0.1586976499306
BCAP31	-0.181566673472273	-0.180396266777583	-0.134402308549192
BECN1	-0.292064190919632	-0.116035562008258	-0.19933408576122
BECN2	-0.0844362089835208	-0.0156177386126095	-0.114185294414173
BICD1	-0.242241749439635	-0.204394689402123	-0.280489960566241
BICD2	-0.0898393728092491	-0.168065091279925	-0.11925079846299
BRD8	-0.34521850543807	-0.339161265917339	-0.315804040893355
BRSK1	-0.148634765994393	-0.0997899744955535	-0.148591521474153
BRSK2	-0.000222281255624358	-0.0923106752890146	-0.0364126136289392
BTBD11	-0.179356987795925	-0.102153690200275	-0.133049331418759
BTG1	-0.163615737665763	-0.221775407946865	-0.137654993109418
BUB1B	-0.4394414139593	-0.421000073058079	-0.514906341384259
BUB3	-1.64497108868588	-1.10309575579134	-1.43827489447911
BZW1	-0.0454128400716993	-0.121051708158505	-0.264762450240699
BZW2	-0.301808682202512	-0.324545793573178	-0.284643846306584
CAB39	-0.088076923887478	-0.129323430075693	-0.127660041164205
CAB39L	-0.0336985038134919	-0.0409330310913683	-0.211983924114361
CABP5	-0.242246591392922	-0.274501821558668	-0.0897181797899527
CADPS	-0.102113998326659	-0.0726526615654133	-0.148550645501492
CADPS2	-0.0875177687367279	-0.0787850591338001	-0.0975874210422647
CALY	-0.118398149675385	-0.110416589476101	-0.0682934349183266
CAND1	-0.142637340266562	-0.212842488072393	-0.219270467012085
CAND2	-0.120435113464817	-0.1583892432401	-0.147841465934844
CAP1	-0.186898085254035	-0.203116071669972	-0.10868591162251
CAP2	-0.20929547189438	-0.331842070034924	-0.135199521550778
CAPN2	-0.106272710064519	-0.19769381193794	-0.180689663842371
CASP4	-0.0682730406015576	-0.0936745770754174	-0.0847959090890806
CAT	-0.0933236810037826	-0.14373546377965	-0.0901657783452476
CAV1	-0.0356967534561715	-0.116879475980794	-0.106545005592153
CAVIN1	-0.0940882504566824	-0.101379926470039	-0.130328484666957
CBLL1	-0.0920221748373995	-0.166122705237706	-0.0792458794211778
CBLL2	-0.0182511078053771	-0.0436370854192496	-0.0049723007931529
CCDC69	-0.118671119766861	-0.0609191121027014	-0.0948344552003054
CCND1	-1.16900614942421	-0.983601895582424	-0.999260385860047
CCND3	-0.387040834624206	-0.442955913591834	-0.346846790829559
CCNE1	-0.122705981639023	-0.094012490698786	-0.0343197894421283
CCNE2	-0.35557382910386	-0.246595055680517	-0.176801743060022
CCNL1	-0.656403018840401	-0.603302630313464	-0.473953950283177
CCNL2	-0.154230188836651	-0.0941183510894649	-0.0895730332129021
CCNT1	-0.148923057305966	-0.161202282533022	-0.228100393611816
CCNT2	-0.178346058676464	-0.0925769204233777	-0.0560619028198274
CCT6A	-0.653046448169381	-0.386135584970218	-0.393625469799133
CCT6B	-0.0765269727334094	-0.105011591322942	-0.117585997107411
CD163L1	-0.0364598869708052	-0.0511458159946	-0.0435874611920894
CD44	-0.132739821614306	-0.00539935737608601	-0.140648318102344
CD72	-0.0675376062753438	-0.080783762490447	-0.0699169963911306
CDC34	-0.137664489496975	-0.0546866657202465	-0.0556877868412309
CDIPT	-0.88603528638201	-0.750638933908158	-0.662215692756634
CDK16	-0.0356893244346748	-0.082669571155545	-0.0624883530197269
CDK17	-0.202585221180282	-0.216932348767636	-0.222078856722925
CDK19	-0.127076473367465	-0.0427959648812466	-0.0881851201600447
CDK2	-0.530357520933693	-0.413951620013331	-0.483007600061744
CDK5R1	-0.167964694577126	-0.226291776253764	-0.186896787879396
CDK5R2	-0.0887126628490958	-0.158613663299339	-0.178566647698443
CDK7	-0.863870507037018	-0.629648075420463	-0.934170661166446
CDK8	-0.485201778112619	-0.194385015528778	-0.249751818008576
CDNF	-0.120791870316954	0	-0.136811492327219
CDS1	-0.135230635729977	-0.110802779569081	-0.0682482932463934
CDS2	-0.639275729338976	-0.420766141269952	-0.421432655343869
CEACAM1	-0.0523825060767143	-0.00800514790473299	-0.021870191055201
CELA2A	-0.189659913935951	-0.179071115648277	-0.0892191632569939
CFL1	-0.546854573888599	-0.370459395790214	-0.361996393251012
CHM	-0.0150119957847972	-0.0425830839815127	-0.0514809449848433
CHML	-0.0339086211698734	-0.166945764813859	-0.0157843040498669
CHMP1A	-0.344244205165926	-0.323545576033955	-0.206372751845301
CHMP1B	-0.0823606203163794	-0.146618128463785	-0.0533221499028258
CHORDC1	-1.42111576157733	-1.41502607930964	-1.17569472399709
CHRNB3	-0.218651096640099	-0.186408928026691	-0.100873755032765
CHSY1	-0.00538310284938909	-0.0120585784224375	-0.00790859052198873
CHSY3	-0.0350251060080535	-0.0707272593052832	-0.0575072945524108
CHUK	-0.152458909079849	-0.130319196844515	-0.143814150324465
CKAP5	-0.524337256973896	-0.326811344523058	-0.481503646612316
CLASP1	-0.278186175867767	-0.316114617713408	-0.303867661317621
CLASP2	-0.168663271807249	-0.166419558837882	-0.0956516695704105
CLCA1	-0.0350315244097413	-0.0519283688984942	-0.0348182505793826
CLDN4	-0.15197647875988	-0.190552463921302	-0.178437190870229
CLIP4	-0.0472755085943855	-0.0165982008851612	0
CLNS1A	-1.1341425904647	-1.03718438981993	-0.806943640352874
CLTA	-0.18188929157969	-0.135549845067918	-0.18567400731792
CLTB	-0.188342201215585	-0.18795735965815	-0.0810172154528068
CLTC	-0.93102915773273	-0.698553203664138	-0.489219014326643
CLTCL1	-0.0651933468187876	-0.00472787757358628	-0.0938278642922497
CNOT6	-0.224023295468094	-0.190117698860687	-0.125215499533684
CNOT6L	-0.140967235222591	-0.0396192868002291	-0.0288838858188046
CNOT7	-0.512809037425761	-0.36883592693193	-0.309954816998728
CNOT8	-0.0789793096488473	-0.0765241057948965	-0.0577117890954738
COPA	-1.18407788419492	-0.933569480803252	-1.06690730146995
COPG1	-0.208037175242168	-0.184827748365545	-0.277733713059979
COPG2	-0.0905548080674683	-0.171358465890796	-0.0978293063794817
COPS7A	-0.026287972648965	-0.10991018325481	-0.074458446851394
COPS7B	-0.118740205501836	-0.101609720337214	-0.0780460178962611
COPZ1	-0.320674403229517	-0.307299431393608	-0.340405536285805
COPZ2	-0.0449379595900043	-0.0940707865093601	-0.0353193955229613
COQ10A	-0.165896873252931	-0.184857140619579	-0.216776208513151
COQ10B	-0.466373473814283	-0.416051381110078	-0.395516516598941
COX4I1	-0.694623496334792	-0.417368668683335	-0.498669164636374
COX4I2	-0.128069241802635	-0.151886404544493	-0.164820462356889
COX6B1	-0.587049882328149	-0.401637750212037	-0.44376048014112
COX6B2	-0.0782476864321846	-0.153593428850607	-0.139763456828103
CPS1	-0.0288563040935165	-0.092068097514403	-0.0361867984430217
CPSF3	-0.546097266400216	-0.359536813007919	-0.61687670021462
CREBBP	0	0	0
CRK	-0.420066848041939	-0.46008356466488	-0.36650688360542
CRKL	-0.131287364961392	-0.131436314429634	-0.0897287992496583
CRNN	-0.120787562738157	-0.259982570492025	-0.266230267968702
CRX	-0.0767715860345956	-0.0481024476073601	-0.0762881862383115
CRY1	-0.319887105240443	-0.143147220596082	-0.146644293780658
CRY2	-0.27554237269247	-0.232476119886001	-0.133715866306123
CRYBB2	-0.029488419872477	-0.0647541788460762	-0.0444561487109541
CSTF2	-0.0929817895478329	-0.135986548573539	-0.190047116639903
CSTF2T	-0.117350131961865	-0.199072308102722	-0.19928333123393
CTCFL	-0.0125166443809108	-0.108142799323733	-0.0185517663720402
CTNNB1	-0.0837172550598229	-0.0574567246321182	-0.108434323805298
CTPS1	-0.468729247542305	-0.492516872170848	-0.297919271466957
CTPS2	-0.0182088628684165	-0.106692093840833	-0.116995357945563
CTR9	-0.788975204982661	-0.702758769899906	-0.81482473114978
CTSZ	-0.160939792607371	-0.228730033914895	-0.170058269228561
CWF19L1	-0.29338093209556	-0.226718884632668	-0.135439925422712
CYFIP1	-0.157734712737498	-0.0439911502849518	-0.156274175051245
CYFIP2	-0.0689731940877183	-0.0608910848498162	-0.0955059721071771
CYP26C1	-0.10739894081615	-0.000560476804121901	-0.156405330573482
CYP2A6	-0.0572679838328206	-0.00954185772728377	-0.0907362384660424
CYP2C8	-0.0158477658048959	-0.00596426379424911	-0.040206278093971
CYP7A1	-0.111643285407371	-0.125341850440626	-0.205174700576735
DBT	-0.142471735764103	-0.10282773180507	-0.058367992201305
DCAF4L2	-0.0190589517046662	-0.103152901790907	-0.0405514470190309
DCAF8L1	-0.0371636874513925	0	-0.072900752898937
DDI1	-0.0482628267901482	-0.036252522835755	-0.0212477346299217
DDI2	-0.334961380452576	-0.259024320848074	-0.275714323518798
DDX17	-0.118883318034666	-0.0422431602749048	-0.0791002467926427
DDX39A	-0.129424401769262	-0.0704615049497508	-0.0865995020757044
DDX39B	-0.22353750740938	-0.162232640637313	-0.207029501055307
DDX5	-0.669113458905183	-0.46364891024987	-0.297133579955615
DEGS1	0	-0.0508220422922736	-0.0136769684450702
DEGS2	-0.132659920343628	-0.102550863522237	-0.203199357163415
DENND5A	-0.00187873500614807	-0.0314244684508372	-0.0911117802802906
DENND5B	-0.0687307309177125	-0.00237262598641751	-0.0772298176016854
DGAT1	-0.347235859668505	-0.241987825594856	-0.258185914184378
DGAT2L6	-0.136152453332114	0	-0.0976736463736685
DGKI	-0.155766878862303	-0.145712586567653	-0.18888309191957
DGKZ	-0.237335177378961	-0.286098968211847	-0.33568599471763
DHX29	-0.430256032269086	-0.585704837716446	-0.404637097461764
DHX9	-0.936215234638545	-0.688692703754446	-0.499364001730867
DLL1	-0.0147228471053446	-0.00921627764148043	-0.00749305924941567
DLL4	-0.0230213317310998	-0.150331511747094	-0.0684075777192878
DMD	-0.108276966327115	-0.0980208990208606	-0.0300426209967026
DMP1	-0.0400604577407999	-0.0601659531294522	-0.151911120541983
DMXL1	-0.119672832490867	-0.0434572573594208	-0.0559929679717931
DMXL2	-0.143596230860623	-0.21789203358385	-0.192940746364477
DNAJC15	-0.0458819501039107	-0.0449580890146548	-0.0845596075213986
DNAJC19	-0.121376880175669	-0.052311524308546	-0.162487028729612
DPCR1	-0.032119214780942	0	-0.0539127095229054
DRD3	-0.205614129417111	-0.0507610734660654	-0.0279158030052741
DST	-0.24060494089745	-0.204423598996214	-0.115883510788347
DUOX1	-0.0981912955251416	-0.00406337077357812	-0.0795801439636017
DUOX2	-0.133238528546273	-0.0948392615234133	-0.100297502117618
DUSP10	-0.13761059542671	-0.197753214323414	-0.155808997545897
DYNC1LI1	-0.140673980593753	-0.119329505783351	-0.155780153247962
DYNC1LI2	-0.150771168696295	-0.100212883851474	-0.0848409418776882
DYNLRB1	-1.33799629463957	-0.794677349541108	-0.866960798475308
DYNLRB2	-0.0943219533176028	-0.00481335635167053	-0.0335580202354769
DYNLT1	-0.0617304232632	-0.125788800446868	-0.074688451869368
DYNLT3	0	0	-0.00150208862867896
DZIP1L	-0.118191336544739	-0.120919272526404	-0.0722004375584622
DZIP3	-0.0440860277436396	-0.0886284620515866	0
E2F3	-1.25857416716462	-1.08920984406865	-0.811339381123796
E2F4	-0.082902818170186	-0.182334225902227	-0.163979301170184
EAF1	-0.244930322934097	-0.0706676899651085	-0.259580968244476
EAF2	-0.00374390669978731	-0.0699859529630456	-0.00738981907443505
EEFSEC	-0.172281264909629	-0.0726499947165178	-0.0614199103760196
EFNB1	-0.0365092882565465	-0.16722963716098	-0.0379589074160493
EFR3A	-0.498023585573957	-0.305174000181033	-0.238492117305732
EFR3B	-0.148015948604836	-0.24049129396189	-0.12081212848102
EGFR	-0.054617383117916	-0.0422835974072461	-0.119829943676228
EIF3B	-0.972683146947304	-0.776374734335591	-1.03604087101673
EIF3J	-1.05966835983478	-0.854992170703576	-0.731747319838139
EIF3L	-0.281191828519059	-0.166841114339177	-0.182587857950824
EIF4A3	-0.705888476018629	-0.534942670846645	-0.652459380092486
ELL	-0.524657023023896	-0.596704650205378	-0.465426376127962
ELL2	-0.11040688588716	-0.0687139674319502	-0.219212549425338
ENOX1	-0.084242815632657	-0.0773587577145171	-0.0708881014099922
ENOX2	-0.0926334475328391	-0.0529836526043898	-0.0972346986511098
EP300	0	-0.0702719993434832	-0.0462117139801128
EPC1	-0.0564505221181638	-0.0620360637814302	-0.020812191233467
EPC2	-0.0436701188157901	-0.0594573888539961	-0.0144091255554186
EPHA2	-0.0101649286755366	-0.0773887854464961	-0.105323730279353
EPHA3	-0.0490190548660992	-0.0671589639524631	-0.101235006664088
EPS15	-0.423180260554398	-0.310982743829575	-0.28389403391003
EPS15L1	-0.233863003888031	-0.181417627163546	-0.25688498626233
ERBB3	-0.158795235348682	-0.118805627691411	-0.163860680977247
ERC1	-0.0147814288952551	-0.0291764144138686	-0.105376427387745
ERC2	-0.0799337453546158	-0.022171350228546	-0.0904557027571665
ERH	-0.216727002752475	-0.140965414845734	-0.170731236862318
ERN1	-0.112142985932312	-0.243815121636761	-0.198240669941644
ERN2	-0.0679152576359015	-0.117726160381815	-0.0515190449932351
ERO1A	-0.0286600776849512	-0.0783784470024729	0
ERO1B	-0.117018465656822	-0.208875334934674	-0.198973039839723
ESRP1	-0.232139462255714	-0.262282208655247	-0.484681895317369
ESRP2	-0.179237586519675	-0.0615843568219003	-0.167986785875482
EXOC6	-0.114332751499721	-0.041064548364856	-0.163008539757511
EXOC6B	-0.0936800505373813	-0.136529878168712	-0.110521541218719
EZH1	-0.0831174816010818	-0.151275676573275	-0.113715181473441
EZH2	-0.00214037763275799	-0.00603268050287424	-0.0151830708856967
FAM126A	-0.0834171431484779	-0.0806980747592057	-0.0323699124765807
FAM126B	0	-0.0264750511064616	-0.0620412402737749
FAM50A	-0.063266208041349	-0.156113428097467	-0.0806969880366948
FAM50B	-0.0273547804564141	0	-0.0157866452050012
FAM71A	-0.148096486523206	-0.0876300847587426	-0.367574852804631
FAM71B	-0.079704915959203	0	-0.032799741218937
FANCF	-0.326661192164153	-0.210317749134779	-0.325582670643133
FANCM	-0.696098396105626	-0.548217795009198	-0.640782788371284
FARS2	-0.422407862046636	-0.225789966346627	-0.31736790536078
FBLN1	-0.0761358710136151	-0.157334309802684	-0.0798428435428489
FCRL3	-0.0436481226478543	-0.0522588786897361	-0.0323607221497772
FDPS	-0.937777097836347	-0.774245782578968	-0.56767556559183
FEZ1	-0.0789982856001685	-0.0475501077271569	-0.0619120657016976
FEZ2	-0.00867831964466489	-0.0374489700323776	-0.0771018145703737
FKBP10	-0.0745154898564301	-0.0424728369564322	-0.191749948423333
FKBP4	-0.15599516635161	-0.126595538632358	-0.144741625752556
FKBP5	-0.0564654448459882	-0.148824153984667	-0.012142193046582
FKBP9	-0.111870738464578	-0.124832875845594	-0.130603560378466
FLNB	-0.0664232120178375	-0.0940176226551401	0
FLNC	-0.136244709310377	-0.159541032320992	-0.134780263647201
FLOT1	-0.0288665409857159	-0.104153304860297	-0.0812412999622242
FLOT2	-0.184013799318024	-0.237802084508658	-0.190742646831532
FLT1	-0.082902787482207	-0.0311060602405587	-0.0498788713334212
FMR1	-0.00558936555900063	-0.0524290008604647	-0.0733949399781059
FNIP1	-0.145416218793043	-0.0904708534805887	-0.0247257547330344
FNIP2	-0.190945068434363	-0.106228582655659	-0.139355590506308
FOSL1	-0.139116438465705	-0.116296515188304	-0.101776117367556
FOXA1	-0.0393545250969927	-0.0492471881120071	-0.0680911081576949
FOXB1	-0.209774894165634	-0.0765862598358342	-0.183201843000999
FOXE3	-0.119584812641313	-0.0743080854688497	-0.0268731744208411
FOXK1	-0.141480077323777	-0.0455252530298642	-0.0761273107757667
FOXK2	-0.434089583360944	-0.385173878999899	-0.378092356879883
FRS2	-0.00961837958245922	-0.0319603131553929	-0.0678372176493002
FRS3	-0.21428486793534	-0.15614548593507	-0.180126474378152
FRY	0	-0.0426647497982962	-0.0114587776366592
FRYL	-0.0537574726027719	-0.100603528218215	-0.10150714369
FSD1	-0.0752887166323662	-0.204170028984301	-0.0434794667984526
FSD1L	-0.0467056538161264	-0.0818237257117764	-0.0867691123624871
FUT5	-0.121688894938019	-0.134622076792992	-0.11726369306833
FXR1	-0.0790552535969054	-0.0606070647684995	-0.0837673448113224
FXR2	-0.0669258006052579	-0.104090195246862	-0.0539175289672437
FZD8	-0.0741530926235976	-0.0138192016919669	-0.0995546121940837
FZR1	-0.232403345454301	-0.193020570199958	-0.205344387995112
G3BP1	-0.22971566569318	-0.152078971326137	-0.111021826343017
G3BP2	-0.0311714652746546	-0.0738206857172399	-0.154338089451429
G6PC	-0.0688379602742679	-0.0978883149002151	-0.0370784825580731
GABPB1	-0.347257330722961	-0.144019250095678	-0.152780249756063
GABPB2	-0.185798868839412	-0.253346224089808	-0.157679003379126
GALNT2	-0.0464394959197036	-0.0901337771814443	-0.0951187535890519
GALNT5	-0.130247213222209	-0.160279445447944	-0.185471756769002
GALR3	-0.0537718018590851	-0.133735714555072	-0.212927059680574
GAPDH	-0.79567351556372	-0.612716832300337	-0.449694927683472
GATAD2A	-0.265733089660368	-0.297493259813005	-0.275782472292421
GBP3	-0.0392735800724507	-0.0264585333606537	-0.015020143872182
GBX1	-0.0461996039667261	-0.147257632422464	-0.120798128198788
GBX2	-0.16835630505502	-0.153439437252502	-0.0956177627062896
GCM2	-0.209952915120017	-0.110953939706653	-0.227027964108732
GDF15	-0.0656153905046391	-0.0155281713121849	-0.0234542849516206
GDI1	-0.0714057654958189	-0.0805199796994436	-0.0735748165054484
GDI2	-0.375386767239854	-0.222136458615795	-0.291263390769537
GFM1	-0.382329578912373	-0.298675723210662	-0.279305354447458
GIT1	-0.025819040605833	-0.0205169295037131	-0.0381554940636287
GIT2	-0.100854373171317	-0.278463391120424	-0.155976947164691
GJA8	-0.226553953714325	-0.279429173295415	-0.137381999762802
GLIS3	-0.0722721078623379	-0.0286662974711577	-0.0615038310561397
GLT6D1	-0.0693400560948101	-0.149139832422242	-0.062534403575075
GMPR	-0.08836733222594	-0.283725472267599	-0.107020459504179
GMPR2	-0.146136871966679	-0.169335106385009	-0.144455563395824
GNB3	-0.116548245461632	-0.0919374083818	-0.120142222975405
GOLPH3	-0.137986423081475	-0.0981218286368917	-0.263001534927359
GOLPH3L	-0.173129361921481	-0.119128085549705	-0.0477290188965071
GOLT1A	-0.0710661548040755	-0.0819437444891204	-0.0603503987422487
GOLT1B	-0.089221323481064	-0.061663509399188	-0.137509430359076
GPR151	-0.0407202306445665	-0.0106400291322864	-0.0754375707227605
GPR183	-0.0674044515483226	-0.0104070997774412	-0.0119147267777468
GPR50	-0.0115082700110516	-0.0613856162140574	-0.0443472920385248
GPSM1	-0.134552360363736	-0.0669270458865521	-0.110564252963089
GPSM2	-0.00992060453700694	-0.10203553006097	-0.0862653048485101
GRHL2	-0.290641288557893	-0.0972382443815956	-0.115221839604793
GRHL3	-0.102268283071933	-0.08781958056346	-0.107182046340037
GRIP1	-0.167962573346901	-0.108058609387557	-0.0772191546740706
GRIP2	-0.0176305641174209	-0.100124874662055	-0.0429675767164832
GRM4	-0.102130998613145	-0.141085266278202	-0.108305163952206
GSDMD	-0.404654308765452	-0.419892898669139	-0.283465511963478
GSTP1	-0.179337673051218	-0.113522031669152	-0.222145447458129
GSX1	-0.0867705511935467	-0.10266075988216	-0.170460293432415
GSX2	-0.0947490474654368	-0.0638088786953551	-0.128226050281406
GTF3C1	-0.723781320009394	-0.662523090421918	-0.557102401479635
GXYLT1	-0.148564939640853	-0.0841890944474118	-0.0582407671072618
GXYLT2	-0.0893437219390406	-0.149864500040227	-0.201591783456277
GYS1	-0.0770264435366552	-0.108485380665139	-0.0553897977043092
GYS2	-0.110300940842308	-0.145578939935816	-0.0555588190322439
H1FOO	-0.139452799350234	-0.102858026921522	-0.0299249686559961
H2AFX	-0.184347510570804	-0.264892310944216	-0.239894621701456
H2BFM	-0.0526208064775043	-0.0584810905753312	-0.100775687047713
HACD1	-0.0870242435090696	-0.0764527048709921	-0.0246794700550923
HACD2	-0.171837360374345	-0.122128679958486	-0.141950216763905
HASPIN	-0.308869216015207	-0.354987759452894	-0.419921197336767
HEATR5A	-0.250368732050829	-0.15252963416842	-0.153410049407464
HEATR5B	-0.04150378330541	-0.0582105682299739	-0.0105620356185632
HMG20B	-0.0986758250022303	-0.11136221553973	-0.264826055506326
HMGCL	0	0	-0.0516898530573157
HMGCLL1	-0.10234256765549	-0.147604819457006	-0.0118366070051735
HMGCS1	-1.15197132314204	-0.6324627687161	-0.699399405955191
HMGCS2	-0.100378084550692	-0.096382371542711	-0.159653646796356
HMSD	-0.047526001478664	-0.0422646330807726	-0.145271241670191
HNRNPF	-0.305351106760878	-0.33381005942167	-0.459498878952589
HNRNPH1	-0.487922867474807	-0.315156066105636	-0.47669373590596
HNRNPH3	-0.155393402987796	-0.148401339449987	-0.111330035428773
HNRNPK	-0.569819489421551	-0.258612949299575	-0.35835099880801
HOXB1	-0.176693939139856	-0.0660931499122709	-0.122955165173496
HPS1	0	-0.0344917140831725	-0.0865007983228991
HRAS	-0.138929826307287	-0.234077759967347	-0.118104078624031
HRH1	-0.0659736320754839	-0.0135689798961251	-0.109151950790162
HRH3	-0.0862118831346721	-0.0469986812059601	-0.231189809091097
HSCB	-1.3168413591431	-0.888804608211791	-0.84353288371347
HTR2C	-0.000902023613381738	-0.0422728646714538	-0.0615267151337861
HTR3D	-0.00629266954498696	-0.000660211356268718	-0.0502891588690714
HTR3E	-0.152794287048699	-0.153622464455469	-0.184541577865214
HUS1	-0.964263137867747	-0.672410586677019	-0.755031710608327
HUS1B	-0.0538525267861235	-0.126714711205248	-0.0793443663363311
IAPP	0	-0.0128457258225257	-0.0993021788384914
ICK	-0.151252260122181	-0.132797867862172	-0.148580753452826
IDH1	-0.0532036910587888	-0.118811129258466	-0.0127690434511916
