gene	Mel202.D28A	Mel202.D28B	Mel202.D28C
ALAS2	-0.0437697427640969	-0.105937977181391	-0.065548401281423
ALDOA	-1.83569137344207	-1.5348965765397	-1.65450421928709
ALDOC	-0.230925168432895	-0.226902993714652	-0.237016902218612
ALG14	-0.661082775642481	-0.463897201532616	-0.579610515694346
AMELX	-0.0453456222946559	-0.0248935368321712	-0.0390854575902014
ANAPC4	-0.818023637870292	-0.655479564980822	-0.717316805258021
ANKRD10	-0.251811745270706	-0.27720125529834	-0.178877739744915
ANKRD37	-0.0703447693728932	-0.0812084305123279	-0.0342360100129417
ANXA1	-0.0567592525064941	-0.0490965873244999	-0.112183303891974
AOX1	-0.152533155161045	-0.107263062707927	-0.128808670979187
AP1G1	-0.25674919752628	-0.237542540240902	-0.320021849587589
AP1G2	-0.273718129436089	-0.326054674880575	-0.371210792079953
AP2A1	-0.850093348729503	-0.657562553408885	-0.819707149988508
AP2A2	-0.236584722633124	-0.207803801579296	-0.175946438447667
AP3M1	-0.0364799556593231	-0.0322132440383381	-0.111838562689216
AP5M1	-0.142549623488785	-0.0739469629853949	-0.0579257592607178
APH1A	-0.880941699904005	-0.68434030641517	-0.754750374768221
APH1B	-0.103491390132273	-0.046025188613914	-0.0781675564487717
APOBEC1	-0.0598572255283202	-0.0847718490178032	-0.126624886987624
APOBEC3C	-0.147069480110502	-0.104463966250031	-0.066841567438344
AQP8	-0.0296742789231063	-0.0748699450944773	-0.0368496607888432
ARFGEF1	-0.236009450688716	-0.184816714720572	-0.146079855978004
ARFGEF2	-0.0800327883856034	-0.140710047574511	-0.0952682542589718
ARFIP1	-0.0536457149386174	-0.0882871099124119	-0.0895541581730469
ARFIP2	-0.0735481491543095	-0.114495803617133	-0.122146891124744
ARHGEF3	-0.0420758683194341	-0.075512858808785	-0.114306498588343
ARHGEF6	-0.011325608751091	-0.0516047532627715	-0.0157636577273637
ARHGEF7	-0.126272548973931	-0.158242039914655	-0.0691233142740409
ARID1A	-0.768425509342852	-0.65500027555233	-0.560299607534958
ARID1B	-0.248042797851828	-0.224988422717255	-0.22053057920673
ARID4A	-0.109679218097019	-0.073821866677022	-0.137253645639578
ARPC5	-0.22606309704913	-0.22002458569339	-0.236438010435142
ARPC5L	-0.416915376890153	-0.337126022203597	-0.497020541530029
ARSJ	-0.0621351164838828	-0.0688860485102967	-0.119920959636075
ASCL1	-0.141034009144919	-0.142072559172707	-0.18933540498578
ASF1A	-0.238858556845344	-0.151950803028361	-0.156981524605442
ASF1B	-0.290638246917679	-0.232969696246312	-0.302336606503762
ATAD2	-0.307000878960294	-0.328034065539183	-0.339242479169186
ATAD2B	-0.0629804764445064	-0.0650158492189156	-0.0771345939315691
ATM	-0.0180397520490899	-0.00798389399125145	-0.00110227351459069
ATOH1	-0.0522054019372702	-0.0801321764376296	-0.115520230150118
ATP5F1A	-1.39885521044598	-1.1765485032565	-1.15219286297161
ATP5F1B	-1.58366921427282	-1.46774149033578	-1.398320116699
ATP5F1D	-1.13898079342382	-1.10514274585644	-1.01396457511387
ATP5PB	-0.916444764904076	-0.761621914938851	-0.719854410598909
ATP6V1B1	-0.0709862920132465	-0.055648146551116	-0.137493883843876
ATP6V1B2	-1.24492945814714	-1.10943110651923	-1.15372365049508
ATP6V1C1	-1.0780664579164	-0.792038620099436	-0.792635077100108
ATP6V1C2	-0.135067200728818	-0.163888154887333	-0.123899686099539
ATP6V1D	-1.07852716556574	-0.90585835475849	-0.790784380304514
ATP6V1E1	-0.870481406639393	-0.67692178981203	-0.805094609829142
ATP6V1E2	-0.12389961588946	-0.063900377470366	-0.0992978765788143
ATP7A	-0.071631343014911	-0.0181887684352206	-0.103863204419326
ATP7B	-0.0394419185570458	-0.0961494495734507	-0.101855205166502
ATP8B3	-0.157443383401157	-0.165728955877349	-0.200442422719321
ATR	-0.898779795559326	-0.826439796345791	-0.66286245055874
AXL	-0.0782741257915798	-0.0912152677267201	-0.114954962322525
BAP1	-1.03307728402176	-1.07439843012478	-0.882342300327919
BARHL1	-0.135465337633968	-0.0978266918391672	-0.172453231826303
BATF3	-0.147340959318754	-0.129046032171029	-0.179166347554747
BCAP31	-0.241732636343465	-0.239960814643175	-0.178391491392509
BECN1	-0.574993559228731	-0.374494300891177	-0.414740897501755
BECN2	-0.0957712059990449	-0.0786519803054264	-0.126878287244686
BICD1	-0.157101183770008	-0.15636519108911	-0.185818780160313
BICD2	-0.192257812056361	-0.198620439492301	-0.214256995017225
BRD8	-0.511752109681964	-0.49078260417161	-0.517209992597589
BRSK1	-0.148591099714678	-0.123494495569753	-0.113418793513739
BRSK2	-0.000111140627812179	-0.0915120616289004	-0.0792136750335557
BTBD11	-0.226716148343448	-0.192947963040457	-0.203593348420361
BTG1	-0.207579144258014	-0.289294517478903	-0.218852433994167
BUB1B	-0.67583981692505	-0.741039806731262	-0.781061669662203
BUB3	-2.1303046539558	-1.50964716898168	-1.94257399551614
BZW1	-0.116629205341658	-0.192569226748494	-0.201330729550762
BZW2	-0.456903542802853	-0.412603478691404	-0.465286680084129
CAB39	-0.211504997597534	-0.287160510752633	-0.16581561498184
CAB39L	-0.0824080927653813	-0.0839108864321062	-0.198204000236787
CABP5	-0.206192493827422	-0.23724048163156	-0.133577286948817
CADPS	-0.0668361885940632	-0.0951586268075713	-0.100500078275263
CADPS2	-0.15928069006637	-0.163214080577113	-0.230704818701776
CALY	-0.11791205983849	-0.145796788609637	-0.117418947394493
CAND1	-0.180730985817546	-0.279490827608569	-0.201251034230137
CAND2	-0.182687585205292	-0.186771495721199	-0.235739837037275
CAP1	-0.404652038637879	-0.392753906104494	-0.402970690935541
CAP2	-0.209215619268505	-0.295755002044471	-0.149505181524878
CAPN2	-0.225545886356548	-0.24872096260032	-0.23097590309983
CASP4	-0.100484797921915	-0.116648022043203	-0.175426563604645
CAT	-0.0629727167122367	-0.119369682357916	-0.0901103488681564
CAV1	-0.0932846179873484	-0.156902629084925	-0.117424285388294
CAVIN1	-0.11544096489604	-0.154234771910966	-0.143437093767124
CBLL1	-0.371657282401472	-0.276967287792284	-0.353592724403101
CBLL2	-0.0470912277754099	-0.0274669879397762	-0.0145078211870301
CCDC69	-0.0726210399459981	-0.0476340859378063	-0.095428144121277
CCND1	-1.56067929880107	-1.53179904899191	-1.63146813340448
CCND3	-0.476591884512304	-0.3234153506815	-0.360356287391564
CCNE1	-0.0700968223900389	-0.0841877592607782	-0.0839851091619205
CCNE2	-0.360525576154187	-0.304452514931362	-0.259530820506303
CCNL1	-0.801364902057842	-0.743344164367822	-0.640013724800313
CCNL2	-0.1692350020764	-0.108791589751452	-0.153050255894212
CCNT1	-0.259395863477016	-0.18730075023573	-0.287857815482906
CCNT2	-0.185168882643236	-0.197643448044293	-0.150282841857802
CCT6A	-1.45585832576477	-1.2800188585079	-1.35004430944658
CCT6B	-0.196245520837203	-0.240773149038498	-0.320113475814127
CD163L1	-0.0276128866779142	-0.0836793301944157	-0.0500547692635483
CD44	-0.148433126934795	-0.0614332842703929	-0.141780783505819
CD72	-0.0979802271014514	-0.0763306010080682	-0.0453675635408584
CDC34	-0.242533022998694	-0.213040140783916	-0.165708091135836
CDIPT	-1.84541285179576	-1.62634314942007	-1.52882859735333
CDK16	-0.0178446622173374	-0.0595100192911766	-0.0312441765098635
CDK17	-0.165323200679109	-0.223680192050492	-0.217680049964955
CDK19	-0.124740668101247	-0.116423552225178	-0.132378850336017
CDK2	-0.765177231800818	-0.602396720550898	-0.70811163658422
CDK5R1	-0.172437963540874	-0.340451294385201	-0.215239902282685
CDK5R2	-0.170884580284166	-0.130691648734233	-0.182104912839504
CDK7	-1.3336344539943	-1.16618124603263	-1.27213772862474
CDK8	-0.465030901735885	-0.302499283333678	-0.401485570747865
CDNF	-0.111464240407041	-0.049449553040945	-0.09419024344793
CDS1	-0.111309991119306	-0.0829107006041758	-0.0638905074387923
CDS2	-1.23011596302439	-1.1222303251217	-1.19300914976484
CEACAM1	-0.194046666593378	-0.214637825231246	-0.205666442429875
CELA2A	-0.24133558116811	-0.311776375624165	-0.240650003199218
CFL1	-0.781417861360563	-0.624430176834415	-0.576903159486602
CHM	-0.0193306116846342	-0.0347509754715605	-0.0383742837762655
CHML	-0.0290681379608382	-0.119462828594342	-0.0793038408630432
CHMP1A	-0.7078563941842	-0.72081480186785	-0.635452090544231
CHMP1B	-0.193029300753519	-0.193975923397514	-0.13204905786189
CHORDC1	-1.46553610099909	-1.4326750335855	-1.02725832223915
CHRNB3	-0.292050006893726	-0.241128761971038	-0.187357696088691
CHSY1	-0.0605737250592826	-0.0598127679277771	-0.0486798241262414
CHSY3	-0.0896001551911807	-0.125486088265605	-0.105152414747815
CHUK	-0.224826257872409	-0.16737245175718	-0.122349547647429
CKAP5	-1.03469579245073	-0.777984864451939	-0.776205185197763
CLASP1	-0.406271331907953	-0.462399272090339	-0.470462638097632
CLASP2	-0.128184107099834	-0.21595474862118	-0.14566485394868
CLCA1	-0.0564019115634773	-0.110181377770758	-0.176272745343087
CLDN4	-0.200319157337668	-0.182746031474784	-0.172223513124055
CLIP4	-0.0482691198763818	-0.0131602845919244	-0.0605104293925304
CLNS1A	-1.65734456820735	-1.61845623519068	-1.35631081148187
CLTA	-0.191444796701986	-0.143281152635086	-0.132871861165391
CLTB	-0.142364939054237	-0.11690984343684	-0.0761781288914703
CLTC	-1.41135002177297	-1.19464399755978	-1.07385362961782
CLTCL1	-0.166807989689481	-0.0805903247966585	-0.155230446835839
CNOT6	-0.215434672828348	-0.16850764316125	-0.207618450458347
CNOT6L	-0.248620528465286	-0.115824879826208	-0.114936885345705
CNOT7	-0.732367710258169	-0.702314762477745	-0.549983676754363
CNOT8	-0.133228475753656	-0.17442599466649	-0.0940445149840296
COPA	-1.58690421116288	-1.12809314572423	-1.41234482835356
COPG1	-0.513345412533916	-0.554987745744393	-0.590205102811209
COPG2	-0.0616427865824382	-0.103642506692896	-0.074242821072356
COPS7A	-0.0131439863244825	-0.0632027535689361	-0.041925703659132
COPS7B	-0.162535497302642	-0.118506227127087	-0.139366863912268
COPZ1	-0.650558862752827	-0.559677490475559	-0.646078377755387
COPZ2	-0.0410564982141031	-0.0567136992542993	-0.071831246457486
COQ10A	-0.173153266477263	-0.184600496272852	-0.196307567358565
COQ10B	-0.493760510555237	-0.408653237853987	-0.435004779300737
COX4I1	-0.909421758035103	-0.685168211606101	-0.72222966438474
COX4I2	-0.0802552541313519	-0.129059293728176	-0.157612605801364
COX6B1	-0.935216950377485	-0.786593003700254	-0.819263810494762
COX6B2	-0.109260468585855	-0.224541658215514	-0.167532399386388
CPS1	-0.059009574516023	-0.0816036022125146	-0.0765292905825247
CPSF3	-1.16703934862109	-0.811239049694635	-1.02225945470565
CREBBP	0	0	0
CRK	-0.326608978335639	-0.392886835324547	-0.393429423706321
CRKL	-0.523659523235851	-0.404433330735913	-0.367212967145195
CRNN	-0.156410978045864	-0.232394770937285	-0.180088881545029
CRX	-0.0779484764241817	-0.0956983855906568	-0.105550360044638
CRY1	-0.308777317054019	-0.106670361434695	-0.164076898418152
CRY2	-0.206395904926311	-0.128039986084099	-0.0948992377762856
CRYBB2	-0.0922085197978636	-0.0939943540344685	-0.105595217347782
CSTF2	-0.0819030034263434	-0.122642695655341	-0.158120916366595
CSTF2T	-0.324080905873827	-0.376144855082262	-0.273045020147094
CTCFL	-0.0245034549643049	-0.0817713808154827	-0.059674345653339
CTNNB1	-0.09691859142842	-0.120582763902762	-0.11158518630902
CTPS1	-0.922476472516758	-0.771970537902616	-0.668941924697021
CTPS2	-0.0245693390028771	-0.0923925487570965	-0.0634735224233467
CTR9	-1.07254538880846	-1.03988378788068	-0.969943737725236
CTSZ	-0.175584412602937	-0.175246190396217	-0.223354127002108
CWF19L1	-0.257873579045976	-0.272552020415153	-0.207212981578001
CYFIP1	-0.323922073731934	-0.250669634629418	-0.317954124925719
CYFIP2	-0.0693553456497719	-0.0738601163628051	-0.106935242338879
CYP26C1	-0.100813020777847	-0.0524999290661331	-0.109193232686394
CYP2A6	-0.086578101509076	-0.102983040836152	-0.100436769710867
CYP2C8	-0.0876798544032579	-0.0682683227466389	-0.0841536287485865
CYP7A1	-0.184983438735806	-0.201119744573561	-0.316512123399985
DBT	-0.151890672257457	-0.227653337070443	-0.199924149852333
DCAF4L2	-0.196686930094292	-0.335543112962599	-0.175343655739131
DCAF8L1	-0.0393665910563022	-0.0269785794066832	-0.0364503764494685
DDI1	-0.0510675983284807	-0.0847147720372344	-0.028046089977356
DDI2	-0.564831666381664	-0.526142283863311	-0.474818729403873
DDX17	-0.317196284156661	-0.163759614386741	-0.331743794228254
DDX39A	-0.113016950946944	-0.113642280850431	-0.1271222955617
DDX39B	-0.244775483324401	-0.229961326802921	-0.274312070250123
DDX5	-0.899561655490328	-0.666309440537364	-0.649138566441434
DEGS1	0	-0.0503680221798616	-0.0265124662763935
DEGS2	-0.158824473149449	-0.0907547585567181	-0.171007865236086
DENND5A	-0.0195010213661515	-0.0603363637963228	-0.0789791722605375
DENND5B	-0.136188909259529	-0.0534569402779268	-0.109459359892945
DGAT1	-0.509441850955486	-0.514854812461301	-0.438220409252366
DGAT2L6	-0.0952756032240221	-0.0522533951146364	-0.0488368231868342
DGKI	-0.125348268065023	-0.108380578701755	-0.127019086460057
DGKZ	-0.612707431403464	-0.572538911116775	-0.741898164332492
DHX29	-0.755944229072423	-0.820402047406824	-0.595526826677922
DHX9	-0.991839837486307	-1.02335296820166	-0.758348920936551
DLL1	-0.0700880122347044	-0.0311315555131675	-0.0748233349440925
DLL4	-0.0564382754778548	-0.15171380848124	-0.0769158371815137
DMD	-0.0621125743865672	-0.0881810813300314	-0.0358338099260747
DMP1	-0.081837007917865	-0.0529992131747171	-0.130278898682096
DMXL1	-0.0722512130746703	-0.0259736072852234	-0.0471704659771941
DMXL2	-0.126136720077219	-0.209635898462869	-0.135407951065276
DNAJC15	-0.03537472987208	-0.0889305501319149	-0.0520484482463669
DNAJC19	-0.573314327076954	-0.472075329200843	-0.42686228173325
DPCR1	-0.0875568063456356	-0.120429009267432	-0.110420483605521
DRD3	-0.181079754509235	-0.162497564441461	-0.105798847850033
DST	-0.199091696141414	-0.162394898076052	-0.175711543344941
DUOX1	-0.0703688882987229	-0.0854207518039345	-0.0647348486249165
DUOX2	-0.112610646561348	-0.0750900664453008	-0.0536287667499973
DUSP10	-0.171741398082795	-0.186089785409929	-0.160839883434144
DYNC1LI1	-0.194673978342065	-0.118069588069388	-0.164343938061502
DYNC1LI2	-0.18124030835791	-0.170171931487811	-0.155699588870313
DYNLRB1	-1.59126549489764	-1.21053680099323	-1.17987203759555
DYNLRB2	-0.0772790630511095	-0.0418149483351684	-0.070898369276396
DYNLT1	-0.151748855674556	-0.161601151924178	-0.128011377301534
DYNLT3	-0.0211802431455784	-0.0654181296357957	-0.00545023871655198
DZIP1L	-0.0848030478775466	-0.104841748386003	-0.0848151768020334
DZIP3	-0.0474528012775863	-0.0745315319054201	-0.0142020402171187
E2F3	-0.835024735079545	-0.826379747698804	-0.621639052453506
E2F4	-0.107292253590456	-0.222943289234037	-0.18875460819178
EAF1	-0.202651279834741	-0.113767693385507	-0.170577558023088
EAF2	-0.0671487096388933	-0.0625452555779394	-0.0357841298302328
EEFSEC	-0.439618996940893	-0.229798798483973	-0.253096004266644
EFNB1	-0.0182546441282732	-0.100656009013059	-0.047655021515283
EFR3A	-0.470411158926404	-0.32911002498409	-0.334273968942937
EFR3B	-0.135058860964912	-0.182624120410782	-0.0949933131215562
EGFR	-0.10729288892081	-0.100582450542888	-0.14128056121168
EIF3B	-1.25503494433021	-1.24299113827359	-1.21502561575531
EIF3J	-0.949506577826313	-0.796567657064924	-0.778758892552506
EIF3L	-0.623273244016596	-0.555083577134003	-0.445784135028353
EIF4A3	-1.22615983687959	-1.16819366212798	-1.24377750021933
ELL	-0.857238969540173	-0.771022417612626	-0.818209876575694
ELL2	-0.0733469465031223	-0.0445592031827061	-0.17923348175529
ENOX1	-0.0594877157586944	-0.104138476860792	-0.0354440507049961
ENOX2	-0.0646692417229109	-0.0315356372548559	-0.0498405438201944
EP300	0	-0.0351359996717416	-0.0324985302822361
EPC1	-0.118021546491551	-0.0717605487102712	-0.0689421412841052
EPC2	-0.0324125604480465	-0.0298809411979198	-0.00720456277770931
EPHA2	-0.0855851334535127	-0.100169695166299	-0.0763534937840046
EPHA3	-0.0322645375024498	-0.0820904524746614	-0.10466191556562
EPS15	-0.354611918585202	-0.36570769005933	-0.367481980934861
EPS15L1	-0.273231550134341	-0.218118529640697	-0.284006002916765
ERBB3	-0.179108570792553	-0.163735911712659	-0.190716525434866
ERC1	-0.0385771698595503	-0.0527022365827388	-0.0677850420365996
ERC2	-0.11509781127024	-0.0748852472243841	-0.137281618432612
ERH	-1.24154839568993	-1.29419738437066	-1.10904274120935
ERN1	-0.262538939720031	-0.318834043383136	-0.247174417842712
ERN2	-0.0554255971004453	-0.148254041386256	-0.098124332618029
ERO1A	-0.0539770604957307	-0.116223764032846	-0.053109758054723
ERO1B	-0.114619033655136	-0.125237898510082	-0.177199397765288
ESRP1	-0.284072654579537	-0.355685463214277	-0.450054585923489
ESRP2	-0.168176898133829	-0.0976170279993232	-0.167438900826711
EXOC6	-0.0951289767124328	-0.101957312935812	-0.149573082007666
EXOC6B	-0.114373530252576	-0.139054409191495	-0.135337410899605
EZH1	-0.0958146187109515	-0.125071417658947	-0.0568575907367206
EZH2	-0.00107018881637899	-0.00301634025143712	-0.0158686476908258
FAM126A	-0.118033797612238	-0.150719346177437	-0.111197370639304
FAM126B	-0.0328427538768134	-0.0467605876892129	-0.0792386231156422
FAM50A	-0.0817828295851204	-0.137060539928194	-0.0833666845901865
FAM50B	-0.0726275441258483	-0.132204752246519	-0.170151433218464
FAM71A	-0.078422900380246	-0.0866770069446517	-0.25256246849961
FAM71B	-0.0586877782548652	-0.0194003720495902	-0.0896368035150153
FANCF	-0.373276350464197	-0.296966008869841	-0.319945101909226
FANCM	-0.737750109357367	-0.611231506354287	-0.574503340852669
FARS2	-0.982664505334187	-0.794007979649327	-0.764249544599307
FBLN1	-0.0992042646029452	-0.143118217118539	-0.102677317649394
FCRL3	-0.12556245491147	-0.140660936926052	-0.135639556657552
FDPS	-0.904823564360073	-0.801467401219215	-0.866198438309512
FEZ1	-0.0446501992253391	-0.0865190932795901	-0.0524918196105878
FEZ2	-0.118266841135591	-0.122744770430963	-0.145086232130707
FKBP10	-0.165411233280208	-0.129371357148392	-0.189803950417411
FKBP4	-0.170331276370041	-0.111003416740702	-0.123564250614845
FKBP5	-0.263331922588835	-0.263636730439801	-0.14025986787288
FKBP9	-0.217746297319797	-0.176039853349022	-0.366333761449253
FLNB	-0.0705160241388027	-0.0537243558029372	-0.0286362313071654
FLNC	-0.150868282449781	-0.166310099375597	-0.195592380959692
FLOT1	-0.0910468816483941	-0.0911645338198833	-0.129346138921957
FLOT2	-0.212787343362364	-0.227976249029558	-0.185051112754364
FLT1	-0.0617852254507474	-0.0446062445221769	-0.0421006073898519
FMR1	-0.00847825799415101	-0.0416507024743243	-0.0469459844860943
FNIP1	-0.150252433874572	-0.107936174715458	-0.0617022068713426
FNIP2	-0.167747200019279	-0.164400374857348	-0.141965285563797
FOSL1	-0.143646456170384	-0.152862475313321	-0.147167609643618
FOXA1	-0.0760176699151637	-0.0917503767176237	-0.0842839963724111
FOXB1	-0.136699905551646	-0.0554400348672438	-0.108563155147651
FOXE3	-0.0993366102809042	-0.071658691509588	-0.0901627315817506
FOXK1	-0.128580639770759	-0.117370028645532	-0.103356775796086
FOXK2	-0.544342032443788	-0.490703657564579	-0.51107843851632
FRS2	-0.0365419171667423	-0.0831031244149138	-0.0731959319568625
FRS3	-0.254986454014659	-0.242278020397776	-0.290641458611309
FRY	-0.0461099731205787	-0.0759980376897069	-0.0413464684535398
FRYL	-0.0830428901709134	-0.0751746491871212	-0.0892209879664316
FSD1	-0.148491846642939	-0.201807425107299	-0.0817726097543131
FSD1L	-0.0783606265244784	-0.130542776342624	-0.0705740249768986
FUT5	-0.123081926764773	-0.12837287145547	-0.165112332544665
FXR1	-0.0504986845166899	-0.0303035323842497	-0.0418836724056612
FXR2	-0.0977319244650549	-0.150343483077197	-0.0912600615010526
FZD8	-0.0613885204694134	-0.0900072844877082	-0.12123245886864
FZR1	-0.228621282775311	-0.194300802529671	-0.232347876821913
G3BP1	-0.192602712703225	-0.140830228843556	-0.104025123466921
G3BP2	-0.0640733540168427	-0.0632698065189338	-0.111296892554481
G6PC	-0.108397915879189	-0.101936006706178	-0.0572951179043335
GABPB1	-0.956452242380416	-0.723434501643336	-0.704403702006366
GABPB2	-0.214173999046483	-0.203191527507241	-0.15513436552742
GALNT2	-0.107565316204293	-0.130610255087129	-0.17243589100781
GALNT5	-0.137037969521442	-0.158892280849336	-0.172326908633407
GALR3	-0.132414222017661	-0.194158873468764	-0.257358776980044
GAPDH	-1.41689652543364	-1.03183235045759	-1.15894418253676
GATAD2A	-0.430005830297888	-0.443762792824369	-0.493587173822707
GBP3	-0.0368178928243563	-0.0339342406752798	-0.0604231498477011
GBX1	-0.0929286599838922	-0.14731464453828	-0.189170749321465
GBX2	-0.106598273529632	-0.0853773579922762	-0.0941771001573653
GCM2	-0.219120883040297	-0.158526699467712	-0.190494299339458
GDF15	-0.0577491649999706	-0.0417291136744747	-0.0519677229092682
GDI1	-0.0403130856828917	-0.0770803618488657	-0.121293472690999
GDI2	-0.687199838443863	-0.589064273773552	-0.618987547993955
GFM1	-1.18664634500002	-1.10840056222034	-1.04475490659735
GIT1	-0.040905359144618	-0.0205693220827494	-0.0423976079583551
GIT2	-0.123883143079184	-0.211126356814532	-0.143485428690542
GJA8	-0.235219695783978	-0.255002829595863	-0.272456446874778
GLIS3	-0.0510246295371861	-0.0143331487355789	-0.0482470970360043
GLT6D1	-0.0980430584553771	-0.101327521571194	-0.0569789524252879
GMPR	-0.117736877289839	-0.209844574972095	-0.147599146586283
GMPR2	-0.149878517215792	-0.210643828027658	-0.160091961320919
GNB3	-0.144306652696377	-0.237710700462334	-0.134270206452153
GOLPH3	-0.128423001644162	-0.112823096875159	-0.213686987655441
GOLPH3L	-0.216111898662105	-0.155759950990754	-0.157542573476955
GOLT1A	-0.194289632134911	-0.197263105662707	-0.114205262615943
GOLT1B	-0.314273759072033	-0.210316813223629	-0.191378823079527
GPR151	-0.0255094519447528	-0.0233560002127952	-0.0837805867445372
GPR183	-0.0747387939808928	-0.0957484137421518	-0.0888689624665751
GPR50	-0.0229849886514238	-0.0544792776478754	-0.0404386134495307
GPSM1	-0.154194956946826	-0.149000225295881	-0.17937705290821
GPSM2	-0.0748309978968767	-0.105147943837231	-0.160796591381836
GRHL2	-0.44900299137728	-0.354902631575778	-0.44649770917609
GRHL3	-0.0835196225505521	-0.109949045468172	-0.104021334171612
GRIP1	-0.139180738263027	-0.136760909619339	-0.0757979343836338
GRIP2	-0.0709825753392023	-0.107691551502459	-0.067892142104318
GRM4	-0.141781581443401	-0.122602510443287	-0.109164274393249
GSDMD	-0.473293663904963	-0.537222616966151	-0.462769885041207
GSTP1	-0.246193963999574	-0.205402134320573	-0.280034624484829
GSX1	-0.0938796275566338	-0.111943163537829	-0.171645902678627
GSX2	-0.0698128522339674	-0.0319044393476776	-0.0668278373384999
GTF3C1	-1.00601527848586	-1.02082854507717	-0.957260566459504
GXYLT1	-0.277739840213823	-0.193179368166827	-0.371962861247848
GXYLT2	-0.0976813514804304	-0.132838993515993	-0.189312055424645
GYS1	-0.114162787230377	-0.109579158632015	-0.14554558704112
GYS2	-0.211704887207619	-0.152966642181867	-0.115661447087396
H1FOO	-0.12856187554161	-0.137987370283731	-0.116458629424494
H2AFX	-0.361355803501604	-0.362455834284418	-0.338747248902452
H2BFM	-0.0394036940776407	-0.0843534270958981	-0.0586218404613955
HACD1	-0.0950264057161429	-0.132357541714485	-0.0437940377383066
HACD2	-0.247182266430791	-0.13695922538108	-0.232878172349667
HASPIN	-0.475469212123329	-0.463659297280645	-0.531030378215675
HEATR5A	-0.261283248701123	-0.185557455433198	-0.186442628374223
HEATR5B	-0.0780532974115394	-0.0531315498240744	-0.0343239892508397
HMG20B	-0.0669133345984929	-0.062542875459173	-0.136409141197603
HMGCL	-0.167565865264017	-0.174872120463391	-0.202467513372001
HMGCLL1	-0.167747790926888	-0.149618395463417	-0.107924036753427
HMGCS1	-1.28853804889264	-0.912590340342413	-1.12581510620644
HMGCS2	-0.105508253144995	-0.189377610085054	-0.212741987096969
HMSD	-0.106698728184615	-0.0723170841612228	-0.119819299055995
HNRNPF	-0.347559658528248	-0.45654136009059	-0.465368246730498
HNRNPH1	-0.878674286144697	-0.872350277940671	-0.887660539698315
HNRNPH3	-0.382806486683737	-0.358187537075754	-0.419921103342415
HNRNPK	-0.999660271126707	-0.69616271815979	-0.896703053561315
HOXB1	-0.12775094435825	-0.0896846249549646	-0.146075874655409
HPS1	-0.0103863951685025	-0.0460237865992233	-0.0477359243992518
HRAS	-0.157094009872462	-0.207498182581172	-0.15250110777782
HRH1	-0.0855589896115353	-0.0588212462055952	-0.146092008373511
HRH3	-0.0703877234667391	-0.0739075307395308	-0.159653572091234
HSCB	-1.68545363455359	-1.10639841079111	-1.13563689576139
HTR2C	-0.017900941592839	-0.0261472185204821	-0.0745666968802279
HTR3D	-0.0686298570589496	-0.0275310397836396	-0.0943624918278531
HTR3E	-0.125693907589934	-0.0849956704567987	-0.151844788240002
HUS1	-1.13351907310945	-0.952515309946604	-0.819161207809323
HUS1B	-0.1277349244994	-0.145938451144457	-0.0821239748697568
IAPP	-0.0259406544723095	-0.0801001508642278	-0.0922450959750844
