gene_pair_id	sorted_gene_pair	targetA	targetB	sgrna_group	cell_line_label	qc_group	cancer_type	depMapID	CMP_model_id	mean_norm_gi	median_norm_gi	variance_norm_gi	nexp	n_replicates	n_guide_pairs	n_sig_guide_pairs	pct_sig_guide_pairs	mean_grna_count_all	median_norm_gi_all	variance_norm_gi_all	svar	gi_t_score	plow	phigh	fdr	is_bassik_hit	targetA__is_single_depleted	targetB__is_single_depleted	targetA__is_expressed	targetB__is_expressed	targetA__is_depleted_mageck	targetB__is_depleted_mageck	targetA__is_enriched_mageck	targetB__is_enriched_mageck	targetA__is_depleted_bagel	targetB__is_depleted_bagel	targetA__is_common_essential_bagel2	targetB__is_common_essential_bagel2	targetA__is_common_nonessential_bagel2	targetB__is_common_nonessential_bagel2	targetA__is_common_essential_depmap_ceres	targetB__is_common_essential_depmap_ceres	targetA__is_common_essential_depmap_chronos	targetB__is_common_essential_depmap_chronos	targetA__is_common_nonessential_depmap_ceres	targetB__is_common_nonessential_depmap_ceres	targetA__is_depmap_dependent	targetA__n_depmap_dependent_cell_lines	targetB__is_depmap_dependent	targetB__n_depmap_dependent_cell_lines	targetA__tpm_log2ps1	targetB__tpm_log2ps1	targetA__total_copy_number	targetB__total_copy_number	CMP_mutation__gene_symbol	CMP_mutation__protein_mutation	CMP_mutation__rna_mutation	CMP_mutation__cdna_mutation	CMP_mutation__effect
SS18|SS18L1	SS18|SS18L1	SS18	SS18L1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.690768689380196	-0.6581040795267	1.68941556771997	96	3	32	5	15.62	92.8015564202335	0.0946879545504303	1.0067842796169	0.0287502848418749	-4.43970321006443	4.5041510287892e-06	0.999995495848971	4.5041510287892e-06	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.89965902637744	5.26416107128808	NA	NA					
BZW1|BZW2	BZW1|BZW2	BZW1	BZW2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.492222163238952	-0.509905386031183	0.634953199702104	72	3	24	2	8.33	92.8015564202335	0.0946879545504303	1.0067842796169	0.0199099658891073	-4.28477578787725	9.14617850755698e-06	0.999990853821492	9.14617850755698e-06	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.78502736223547	6.31197531446116	NA	NA					
SLC25A37|SLC25A28	SLC25A28|SLC25A37	SLC25A37	SLC25A28	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.585376487071797	-0.587464757750962	1.42831971963665	96	3	32	4	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.0260019074936295	-4.23037635275088	1.16650327437514e-05	0.999988334967256	1.16650327437514e-05	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	5.23035674505615	3.87676249078156	NA	NA					
RANBP9|RANBP10	RANBP9|RANBP10	RANBP9	RANBP10	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.576970315362687	-0.581113560092746	1.39924843334373	96	3	32	4	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.025695893953704	-4.21587082124241	1.24408083067978e-05	0.999987559191693	1.24408083067978e-05	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.25247621413522	4.12018602753186	NA	NA					
MYC|MYCN	MYC|MYCN	MYC	MYCN	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.694412759060466	-0.564969998151082	1.29077526408229	96	3	32	6	18.75	92.8015564202335	0.0946879545504303	1.0067842796169	0.024554071119373	-4.20975719488066	1.27822637795341e-05	0.99998721773622	1.27822637795341e-05	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	7.87909307886454	0	NA	NA					
CLTC|CLTB	CLTB|CLTC	CLTC	CLTB	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.556908128507525	-0.507336528362821	1.0354184508669	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0218661046644742	-4.07125628543532	2.33801342140109e-05	0.999976619865786	2.33801342140109e-05	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	5.96878197383005	4.89627184880738	NA	NA					
CCND3|CCND1	CCND1|CCND3	CCND3	CCND1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.624045182091565	-0.493475360620998	1.06062326296826	96	3	32	3	9.38	92.8015564202335	0.0946879545504303	1.0067842796169	0.0221314184760675	-3.95360528107582	3.849118377461e-05	0.999961508816225	3.849118377461e-05	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.611172380044	4.83895176695194	NA	NA					
DUSP10|TIMM10	DUSP10|TIMM10	DUSP10	TIMM10	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.395362966438646	-0.469058058361135	0.84133672265372	90	3	30	4	13.33	92.8015564202335	0.0946879545504303	1.0067842796169	0.0204201846792524	-3.94506034395302	3.98899425872616e-05	0.999960110057413	3.98899425872616e-05	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	NA	NA	NA	NA	2.15704371014558	5.80374366850523	NA	NA					
PCDH1|CDIPT	CDIPT|PCDH1	PCDH1	CDIPT	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.693413095329531	-0.529911179672561	1.19372439473538	84	3	28	1	3.57	92.8015564202335	0.0946879545504303	1.0067842796169	0.0253491846997194	-3.92300968241762	4.37248177158551e-05	0.999956275182284	4.37248177158551e-05	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	1	5.01480160235136	NA	NA					
AP2A2|AP2A1	AP2A1|AP2A2	AP2A2	AP2A1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.737513279052552	-0.477779910493259	0.991526905618945	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0214040883987063	-3.91293600333391	4.55903526035699e-05	0.999954409647396	4.55903526035699e-05	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.75274859140713	3.82680268428583	NA	NA					
LIN28A|LIN28B	LIN28A|LIN28B	LIN28A	LIN28B	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.633382317798659	-0.6057026230161	1.76437924411879	84	3	28	1	3.57	92.8015564202335	0.0946879545504303	1.0067842796169	0.0322245443308449	-3.90163737064295	4.77721078723474e-05	0.999952227892128	4.77721078723474e-05	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	NA	NA	NA	NA	0	1.53106949272595	NA	NA					
MED13|MED13L	MED13|MED13L	MED13	MED13L	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.474715481381238	-0.447404633348467	0.801625933599282	96	3	32	4	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.0194051307984993	-3.89148339772131	4.98166038862163e-05	0.999950183396114	4.98166038862163e-05	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.24488705912353	3.93734439215023	NA	NA					
TOP2B|TOP2A	TOP2A|TOP2B	TOP2B	TOP2A	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.630151491844241	-0.569480318295834	1.82132692591088	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0301388254544109	-3.8257357030556	6.51910579694902e-05	0.99993480894203	6.51910579694902e-05	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	NA	NA	NA	NA	5.23342794374847	3.99457972421575	NA	NA					
AHCYL1|AHCYL2	AHCYL1|AHCYL2	AHCYL1	AHCYL2	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.436310979869895	-0.389701300617007	0.492837627187035	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0161547275731072	-3.81105030708094	6.91888000782569e-05	0.999930811199922	6.91888000782569e-05	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.15704371014558	3.01077983875324	NA	NA					
RPRD1B|RPRD1A	RPRD1A|RPRD1B	RPRD1B	RPRD1A	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.400555771075094	-0.500639147994134	1.38289004288822	96	3	32	3	9.38	92.8015564202335	0.0946879545504303	1.0067842796169	0.0255237003699618	-3.72635164516811	9.7135664367112e-05	0.999902864335633	9.7135664367112e-05	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	3.20163386116965	4.35543919724868	NA	NA					
PPP2R1A|PPP2R1B	PPP2R1A|PPP2R1B	PPP2R1A	PPP2R1B	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.594297348624382	-0.513189557440965	1.51201390033808	96	3	32	5	15.62	92.8015564202335	0.0946879545504303	1.0067842796169	0.026882898869434	-3.70747326630088	0.000104668753723628	0.999895331246276	0.000104668753723628	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	5.68173035543585	1.48542682717024	NA	NA					
CCNE1|CCND1	CCND1|CCNE1	CCNE1	CCND1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.504647179074243	-0.459925256015687	1.13472001027157	96	3	32	4	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.022911384237155	-3.66407661114963	0.000124116241667953	0.999875883758332	0.000124116241667953	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.89141918684608	4.83895176695194	NA	NA					
TNPO2|TNPO1	TNPO1|TNPO2	TNPO2	TNPO1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.475657422445512	-0.448535271992414	0.79160485429274	72	3	24	3	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.0221163272213698	-3.65276579443351	0.000129715417476211	0.999870284582524	0.000129715417476211	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	5.05831649559082	5.26603689399532	NA	NA					
PLEK2|MRPL41	MRPL41|PLEK2	PLEK2	MRPL41	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.508439419471001	-0.45583117681779	1.14360494759825	96	3	32	4	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.0230049098932253	-3.6296282602844	0.000141914837550999	0.999858085162449	0.000141914837550999	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	2.28392177230762	5.24868662687383	NA	NA					
ARID1B|ARID1A	ARID1A|ARID1B	ARID1B	ARID1A	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.418409407060215	-0.395270419779056	0.708834822164181	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0184283822570772	-3.60923847951771	0.000153548597531493	0.999846451402469	0.000153548597531493	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.68873986801449	3.75167794568758	NA	NA					
INTS6L|INTS6	INTS6|INTS6L	INTS6L	INTS6	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.663942925066069	-0.575597732981402	1.81745728986328	72	3	24	4	16.67	92.8015564202335	0.0946879545504303	1.0067842796169	0.036564953074476	-3.5053181041827	0.000228031008850055	0.99977196899115	0.000228031008850055	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.790772037862	2.57288966842058	NA	NA					
CTPS2|CTPS1	CTPS1|CTPS2	CTPS2	CTPS1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.37020197736733	-0.445192984476682	1.15170296022353	87	3	29	5	17.24	92.8015564202335	0.0946879545504303	1.0067842796169	0.0243588579627217	-3.45915110099354	0.000270940409327505	0.999729059590672	0.000270940409327505	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	NA	NA	NA	NA	3.2585189247113	4.52105073690096	NA	NA					
COX6B1|COX6B2	COX6B1|COX6B2	COX6B1	COX6B2	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.46568437552478	-0.391382807311953	0.864038435214888	96	3	32	0	0	92.8015564202335	0.0946879545504303	1.0067842796169	0.0200621044997162	-3.43171532425593	0.000299888392385952	0.999700111607614	0.000299888392385952	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	9.48072962480488	0.01435529297707	NA	NA					
DDX17|DDX5	DDX5|DDX17	DDX17	DDX5	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.595201454305043	-0.413976705714712	1.08281425551243	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0223650078712693	-3.40131643969344	0.000335310748778365	0.999664689251222	0.000335310748778365	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	7.75935560233225	8.95486514697788	NA	NA					
CAB39L|CAB39	CAB39|CAB39L	CAB39L	CAB39	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.756263931161629	-0.53084019213552	2.28048495689007	96	3	32	8	25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0349720678857708	-3.34492357862902	0.000411526226219729	0.99958847377378	0.000411526226219729	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.83995958748953	3.70376517879341	NA	NA					
CREBBP|EP300	CREBBP|EP300	CREBBP	EP300	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.459561304672965	-0.362408935248501	0.739273985777448	96	3	32	3	9.38	92.8015564202335	0.0946879545504303	1.0067842796169	0.0187487945056379	-3.33827101561967	0.000421507407417426	0.999578492592583	0.000421507407417426	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	3.39506279951758	3.68481873755322	NA	NA					
PUM2|PUM1	PUM1|PUM2	PUM2	PUM1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.537764252056871	-0.441828509427001	1.54218113680822	96	3	32	4	12.5	92.8015564202335	0.0946879545504303	1.0067842796169	0.0272004487270145	-3.25308206487436	0.000570802610697351	0.999429197389303	0.000570802610697351	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.87479696589866	4.46727948045998	NA	NA					
EXOC6|EXOC6B	EXOC6|EXOC6B	EXOC6	EXOC6B	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.407311684169762	-0.380876942151923	1.04537859695878	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0219709483075467	-3.20837696068055	0.000667432057422611	0.999332567942577	0.000667432057422611	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.46466826700344	2.60407132366886	NA	NA					
RBBP4|RBBP7	RBBP4|RBBP7	RBBP4	RBBP7	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.635301264126744	-0.516644636933953	2.26602780197061	84	3	28	3	10.71	92.8015564202335	0.0946879545504303	1.0067842796169	0.03826850285918	-3.12504887187972	0.000888877606955722	0.999111122393044	0.000888877606955722	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	5.84247606299394	5.54411440220947	NA	NA					
SAR1A|SAR1B	SAR1A|SAR1B	SAR1A	SAR1B	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.376766598289399	-0.408023134658648	1.47093287369428	96	3	32	5	15.62	92.8015564202335	0.0946879545504303	1.0067842796169	0.0264504670100256	-3.09101984388518	0.000997351513924175	0.999002648486076	0.000997351513924175	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.2637856138908	3.32481060342048	NA	NA					
RRM2B|RRM2	RRM2|RRM2B	RRM2B	RRM2	Jen Uveal	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.518830590897268	-0.373713700303891	1.05870610799929	84	3	28	4	14.29	92.8015564202335	0.0946879545504303	1.0067842796169	0.0237224583535015	-3.04115513107631	0.00117836186132293	0.998821638138677	0.00117836186132293	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	3.64500988439109	2.92409988564074	NA	NA					
CAP2|CAP1	CAP1|CAP2	CAP2	CAP1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.344681275850719	-0.338237000130909	0.912733159030984	96	3	32	3	9.38	92.8015564202335	0.0946879545504303	1.0067842796169	0.0205746805398857	-3.01818648317588	0.0012714618508053	0.998728538149195	0.0012714618508053	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	6.23476954003063	5.99706654539873	NA	NA					
HNRNPH3|HNRNPH1	HNRNPH1|HNRNPH3	HNRNPH3	HNRNPH1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.68137333576617	-0.414713160234509	1.6683753614509	93	3	31	5	16.13	92.8015564202335	0.0946879545504303	1.0067842796169	0.029101477874781	-2.98608639483226	0.00141286399378595	0.998587136006214	0.00141286399378595	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	7.22023320438219	8.31433399391901	NA	NA					
TCERG1|SF1	SF1|TCERG1	TCERG1	SF1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.439318217561789	-0.366769844416045	1.32611106113484	96	3	32	1	3.12	92.8015564202335	0.0946879545504303	1.0067842796169	0.024926026877821	-2.92284281725468	0.0017342578158411	0.998265742184159	0.0017342578158411	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	NA	NA	NA	NA	5.1106138055009	6.49265437101891	NA	NA					
HASPIN|ASF1B	ASF1B|HASPIN	HASPIN	ASF1B	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.361981672052279	-0.349098201575252	1.25857492210604	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0242151201512021	-2.85187467210964	0.00217311163609178	0.997826888363908	0.00217311163609178	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.02856915219677	2.44625622988956	NA	NA					
HUS1|HUS1B	HUS1|HUS1B	HUS1	HUS1B	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.410962779605576	-0.330457718652857	1.13941789191844	96	3	32	1	3.12	92.8015564202335	0.0946879545504303	1.0067842796169	0.0229608356229115	-2.80571735672207	0.00251023542671233	0.997489764573288	0.00251023542671233	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	2.29865831556452	0.0426443374084937	NA	NA					
CDK8|CDK19	CDK8|CDK19	CDK8	CDK19	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.405158936260794	-0.315526999316281	1.02032165296516	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.0217071910023507	-2.78425926914642	0.00268250649454302	0.997317493505457	0.00268250649454302	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.00629802390037	2.43562859405209	NA	NA					
CASP4|PCGF1	CASP4|PCGF1	CASP4	PCGF1	Emanuel	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.375189962630999	-0.294546684933438	0.843401484646533	96	3	32	2	6.25	92.8015564202335	0.0946879545504303	1.0067842796169	0.019844873441102	-2.76304091550765	0.00286327937229975	0.9971367206277	0.00286327937229975	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1.36176835941915	3.84899843040002	NA	NA					
RNF2|RING1	RING1|RNF2	RNF2	RING1	paralog	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.517934945570754	-0.363817621433748	1.46816983198101	84	3	28	4	14.29	92.8015564202335	0.0946879545504303	1.0067842796169	0.0286557562327993	-2.70856139716912	0.00337878038141431	0.996621219618586	0.00337878038141431	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4.08065766334523	5.14567745519564	NA	NA					
TOMM22|MTX1	MTX1|TOMM22	TOMM22	MTX1	Achilles	921	921 D42	Uveal melanoma	ACH-001441	NA	-0.265334650902977	-0.306444474098195	0.684292449366674	63	3	21	1	4.76	92.8015564202335	0.0946879545504303	1.0067842796169	0.0220039380661867	-2.70419226379915	0.003423532942669	0.996576467057331	0.003423532942669	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	6.12845838414693	5.25247621413522	NA	NA					
